DATE,STATION,BUSYNESS
08-16-13,238 ST,3779.0
08-16-13,242 ST,9502.0
08-16-13,28 ST,21479.0
08-16-13,34 ST-PENN STA,158109.0
08-16-13,42 ST-TIMES SQ,171868.0
08-16-13,50 ST,47871.0
08-16-13,59 ST-COLUMBUS,20296.0
08-16-13,66 ST-LINCOLN,34198.0
08-16-13,72 ST,74231.0
08-16-13,79 ST,23321.0
08-16-13,86 ST,32627.0
08-16-13,96 ST,22353.0
08-16-13,CANAL ST,11795.0
08-16-13,CHAMBERS ST,33168.0
08-16-13,CHRISTOPHER ST,20114.0
08-16-13,DYCKMAN ST,9146.0
08-16-13,FRANKLIN ST,7735.0
08-16-13,HOUSTON ST,25457.0
08-16-13,MARBLE HILL-225,6526.0
08-16-13,RECTOR ST,19475.0
08-17-13,103 ST,12569.0
08-17-13,110 ST-CATHEDRL,12659.0
08-17-13,116 ST-COLUMBIA,8398.0
08-17-13,125 ST,10348.0
08-17-13,137 ST-CITY COL,36165.0
08-17-13,14 ST,27833.0
08-17-13,145 ST,2993.0
08-17-13,157 ST,1875.0
08-17-13,168 ST-BROADWAY,12551.0
08-17-13,18 ST,6746.0
08-17-13,181 ST,3211.0
08-17-13,191 ST,2420.0
08-17-13,207 ST,1351.0
08-17-13,215 ST,285.0
08-17-13,23 ST,17399.0
08-17-13,231 ST,994.0
08-17-13,238 ST,195.0
08-17-13,242 ST,1168.0
08-17-13,28 ST,11283.0
08-17-13,34 ST-PENN STA,87143.0
08-17-13,42 ST-TIMES SQ,126911.0
08-17-13,50 ST,26496.0
08-17-13,59 ST-COLUMBUS,14351.0
08-17-13,66 ST-LINCOLN,21167.0
08-17-13,72 ST,53028.0
08-17-13,79 ST,16389.0
08-17-13,86 ST,20782.0
08-17-13,96 ST,14299.0
08-17-13,CANAL ST,6637.0
08-17-13,CHAMBERS ST,17510.0
08-17-13,CHRISTOPHER ST,17163.0
08-17-13,DYCKMAN ST,1441.0
08-17-13,FRANKLIN ST,3463.0
08-17-13,HOUSTON ST,10702.0
08-17-13,MARBLE HILL-225,817.0
08-17-13,RECTOR ST,11454.0
08-18-13,103 ST,10862.0
08-18-13,110 ST-CATHEDRL,10872.0
08-18-13,116 ST-COLUMBIA,7093.0
08-18-13,125 ST,8935.0
08-18-13,137 ST-CITY COL,29268.0
08-18-13,14 ST,23481.0
08-18-13,145 ST,18.0
,,
08-18-13,168 ST-BROADWAY,7168.0
08-18-13,18 ST,5118.0
,,
,,
08-18-13,207 ST,22.0
08-18-13,215 ST,31.0
08-18-13,23 ST,14652.0
,,
08-18-13,238 ST,27.0
,,
08-18-13,28 ST,9043.0
08-18-13,34 ST-PENN STA,73030.0
08-18-13,42 ST-TIMES SQ,108149.0
08-18-13,50 ST,23440.0
08-18-13,59 ST-COLUMBUS,12149.0
08-18-13,66 ST-LINCOLN,17403.0
08-18-13,72 ST,47323.0
08-18-13,79 ST,14415.0
08-18-13,86 ST,18735.0
08-18-13,96 ST,12989.0
08-18-13,CANAL ST,5147.0
08-18-13,CHAMBERS ST,14121.0
08-18-13,CHRISTOPHER ST,14490.0
,,
08-18-13,FRANKLIN ST,2772.0
08-18-13,HOUSTON ST,8740.0
,,
08-18-13,RECTOR ST,9828.0
08-19-13,103 ST,16514.0
08-19-13,110 ST-CATHEDRL,16113.0
08-19-13,116 ST-COLUMBIA,16673.0
08-19-13,125 ST,13021.0
08-19-13,137 ST-CITY COL,24786.0
08-19-13,14 ST,32672.0
08-19-13,145 ST,12831.0
08-19-13,157 ST,13947.0
08-19-13,168 ST-BROADWAY,21881.0
08-19-13,18 ST,10567.0
08-19-13,181 ST,16190.0
08-19-13,191 ST,11169.0
08-19-13,207 ST,6949.0
08-19-13,215 ST,2440.0
08-19-13,23 ST,23691.0
08-19-13,231 ST,8878.0
08-19-13,238 ST,3322.0
08-19-13,242 ST,8052.0
08-19-13,28 ST,22229.0
08-19-13,34 ST-PENN STA,151775.0
08-19-13,42 ST-TIMES SQ,157467.0
08-19-13,50 ST,43447.0
08-19-13,59 ST-COLUMBUS,18415.0
08-19-13,66 ST-LINCOLN,31445.0
08-19-13,72 ST,68939.0
08-19-13,79 ST,20768.0
08-19-13,86 ST,30859.0
08-19-13,96 ST,21464.0
08-19-13,CANAL ST,11161.0
08-19-13,CHAMBERS ST,32177.0
08-19-13,CHRISTOPHER ST,16124.0
08-19-13,DYCKMAN ST,7042.0
08-19-13,FRANKLIN ST,7264.0
08-19-13,HOUSTON ST,24206.0
08-19-13,MARBLE HILL-225,5377.0
08-19-13,RECTOR ST,20094.0
08-20-13,103 ST,17883.0
08-20-13,110 ST-CATHEDRL,17450.0
08-20-13,116 ST-COLUMBIA,17786.0
08-20-13,125 ST,14459.0
08-20-13,137 ST-CITY COL,23427.0
08-20-13,14 ST,35330.0
08-20-13,145 ST,16701.0
08-20-13,157 ST,17382.0
08-20-13,168 ST-BROADWAY,24326.0
08-20-13,18 ST,11907.0
08-20-13,181 ST,20167.0
08-20-13,191 ST,14093.0
08-20-13,207 ST,8310.0
08-20-13,215 ST,2728.0
08-20-13,23 ST,25532.0
08-20-13,231 ST,10195.0
08-20-13,238 ST,3689.0
08-20-13,242 ST,9982.0
08-20-13,28 ST,24088.0
08-20-13,34 ST-PENN STA,155446.0
08-20-13,42 ST-TIMES SQ,168314.0
08-20-13,50 ST,48228.0
08-20-13,59 ST-COLUMBUS,20389.0
08-20-13,66 ST-LINCOLN,34017.0
08-20-13,72 ST,72375.0
08-20-13,79 ST,22765.0
08-20-13,86 ST,32875.0
08-20-13,96 ST,22158.0
08-20-13,CANAL ST,11874.0
08-20-13,CHAMBERS ST,33783.0
08-20-13,CHRISTOPHER ST,17778.0
08-20-13,DYCKMAN ST,8817.0
08-20-13,FRANKLIN ST,8188.0
08-20-13,HOUSTON ST,25433.0
08-20-13,MARBLE HILL-225,6361.0
08-20-13,RECTOR ST,19996.0
08-21-13,103 ST,17749.0
08-21-13,110 ST-CATHEDRL,17737.0
08-21-13,116 ST-COLUMBIA,17950.0
08-21-13,125 ST,14559.0
08-21-13,137 ST-CITY COL,23194.0
08-21-13,14 ST,36917.0
08-21-13,145 ST,16559.0
08-21-13,157 ST,17635.0
08-21-13,168 ST-BROADWAY,24249.0
08-21-13,18 ST,12138.0
08-21-13,181 ST,20111.0
08-21-13,191 ST,14444.0
08-21-13,207 ST,8671.0
08-21-13,215 ST,2748.0
08-21-13,23 ST,26114.0
08-21-13,231 ST,10549.0
08-21-13,238 ST,3777.0
08-21-13,242 ST,10197.0
08-21-13,28 ST,24028.0
08-21-13,34 ST-PENN STA,157253.0
08-21-13,42 ST-TIMES SQ,171879.0
08-21-13,50 ST,50597.0
08-21-13,59 ST-COLUMBUS,21047.0
08-21-13,66 ST-LINCOLN,34932.0
08-21-13,72 ST,74530.0
08-21-13,79 ST,23125.0
08-21-13,86 ST,33722.0
08-21-13,96 ST,22624.0
08-21-13,CANAL ST,12517.0
08-21-13,CHAMBERS ST,36139.0
08-21-13,CHRISTOPHER ST,17424.0
08-21-13,DYCKMAN ST,8863.0
08-21-13,FRANKLIN ST,8327.0
08-21-13,HOUSTON ST,26620.0
08-21-13,MARBLE HILL-225,6643.0
08-21-13,RECTOR ST,20328.0
08-22-13,103 ST,17893.0
08-22-13,110 ST-CATHEDRL,17608.0
08-22-13,116 ST-COLUMBIA,18093.0
08-22-13,125 ST,14436.0
08-22-13,137 ST-CITY COL,23184.0
08-22-13,14 ST,36074.0
08-22-13,145 ST,16228.0
08-22-13,157 ST,17243.0
08-22-13,168 ST-BROADWAY,23420.0
08-22-13,18 ST,12868.0
08-22-13,181 ST,19822.0
08-22-13,191 ST,14153.0
08-22-13,207 ST,8168.0
08-22-13,215 ST,2994.0
08-22-13,23 ST,26682.0
08-22-13,231 ST,10275.0
08-22-13,238 ST,3701.0
08-22-13,242 ST,9758.0
08-22-13,28 ST,24787.0
08-22-13,34 ST-PENN STA,157163.0
08-22-13,42 ST-TIMES SQ,163222.0
08-22-13,50 ST,48791.0
08-22-13,59 ST-COLUMBUS,20195.0
08-22-13,66 ST-LINCOLN,34922.0
08-22-13,72 ST,72495.0
08-22-13,79 ST,23725.0
08-22-13,86 ST,33214.0
08-22-13,96 ST,22165.0
08-22-13,CANAL ST,12130.0
08-22-13,CHAMBERS ST,34899.0
08-22-13,CHRISTOPHER ST,17888.0
08-22-13,DYCKMAN ST,8524.0
08-22-13,FRANKLIN ST,8180.0
08-22-13,HOUSTON ST,26301.0
08-22-13,MARBLE HILL-225,6256.0
08-22-13,RECTOR ST,18306.0
08-23-13,103 ST,17742.0
08-23-13,110 ST-CATHEDRL,17527.0
08-23-13,116 ST-COLUMBIA,17701.0
08-23-13,125 ST,14937.0
08-23-13,137 ST-CITY COL,23253.0
08-23-13,14 ST,36586.0
08-23-13,145 ST,16662.0
08-23-13,157 ST,17782.0
08-23-13,168 ST-BROADWAY,22278.0
08-23-13,18 ST,12504.0
08-23-13,181 ST,20801.0
08-23-13,191 ST,14257.0
08-23-13,207 ST,8550.0
08-23-13,215 ST,2776.0
08-23-13,23 ST,26179.0
08-23-13,231 ST,10390.0
08-23-13,238 ST,3745.0
08-23-13,242 ST,9978.0
08-23-13,28 ST,23434.0
08-23-13,34 ST-PENN STA,150969.0
08-23-13,42 ST-TIMES SQ,166450.0
08-23-13,50 ST,47585.0
08-23-13,59 ST-COLUMBUS,20240.0
08-23-13,66 ST-LINCOLN,33328.0
08-23-13,72 ST,72202.0
08-23-13,79 ST,22327.0
08-23-13,86 ST,32253.0
08-23-13,96 ST,21563.0
08-23-13,CANAL ST,11438.0
08-23-13,CHAMBERS ST,33375.0
08-23-13,CHRISTOPHER ST,19331.0
08-23-13,DYCKMAN ST,8770.0
08-23-13,FRANKLIN ST,7769.0
08-23-13,HOUSTON ST,24745.0
08-23-13,MARBLE HILL-225,6678.0
08-23-13,RECTOR ST,19022.0
08-24-13,103 ST,13351.0
08-24-13,110 ST-CATHEDRL,13778.0
08-24-13,116 ST-COLUMBIA,9759.0
08-24-13,125 ST,11849.0
08-24-13,137 ST-CITY COL,17533.0
08-24-13,14 ST,31641.0
08-24-13,145 ST,14382.0
08-24-13,157 ST,14203.0
08-24-13,168 ST-BROADWAY,11589.0
08-24-13,18 ST,7201.0
08-24-13,181 ST,14843.0
08-24-13,191 ST,10925.0
08-24-13,207 ST,6995.0
08-24-13,215 ST,1531.0
08-24-13,23 ST,18138.0
08-24-13,231 ST,6727.0
08-24-13,238 ST,2263.0
08-24-13,242 ST,7776.0
08-24-13,28 ST,11642.0
08-24-13,34 ST-PENN STA,87923.0
08-24-13,42 ST-TIMES SQ,123811.0
08-24-13,50 ST,27283.0
08-24-13,59 ST-COLUMBUS,14663.0
08-24-13,66 ST-LINCOLN,21799.0
08-24-13,72 ST,54320.0
08-24-13,79 ST,16377.0
08-24-13,86 ST,21491.0
08-24-13,96 ST,14984.0
08-24-13,CANAL ST,4849.0
08-24-13,CHAMBERS ST,20278.0
08-24-13,CHRISTOPHER ST,12122.0
08-24-13,DYCKMAN ST,7532.0
08-24-13,FRANKLIN ST,2662.0
08-24-13,HOUSTON ST,7901.0
08-24-13,MARBLE HILL-225,4916.0
08-24-13,RECTOR ST,10612.0
08-25-13,103 ST,11806.0
08-25-13,110 ST-CATHEDRL,12441.0
08-25-13,116 ST-COLUMBIA,10002.0
08-25-13,125 ST,10906.0
08-25-13,137 ST-CITY COL,15700.0
08-25-13,14 ST,29149.0
08-25-13,145 ST,12893.0
08-25-13,157 ST,12358.0
08-25-13,168 ST-BROADWAY,9849.0
08-25-13,18 ST,5816.0
08-25-13,181 ST,14393.0
08-25-13,191 ST,9680.0
08-25-13,207 ST,6101.0
08-25-13,215 ST,1327.0
08-25-13,23 ST,15558.0
08-25-13,231 ST,5699.0
08-25-13,238 ST,1959.0
08-25-13,242 ST,6477.0
08-25-13,28 ST,9528.0
08-25-13,34 ST-PENN STA,76922.0
08-25-13,42 ST-TIMES SQ,108455.0
08-25-13,50 ST,24941.0
08-25-13,59 ST-COLUMBUS,13197.0
08-25-13,66 ST-LINCOLN,21002.0
08-25-13,72 ST,49606.0
08-25-13,79 ST,15318.0
08-25-13,86 ST,20683.0
08-25-13,96 ST,13451.0
08-25-13,CANAL ST,3816.0
08-25-13,CHAMBERS ST,17062.0
08-25-13,CHRISTOPHER ST,9468.0
08-25-13,DYCKMAN ST,6628.0
08-25-13,FRANKLIN ST,1978.0
08-25-13,HOUSTON ST,5445.0
08-25-13,MARBLE HILL-225,4272.0
08-25-13,RECTOR ST,8868.0
08-26-13,103 ST,16751.0
08-26-13,110 ST-CATHEDRL,17016.0
08-26-13,116 ST-COLUMBIA,21011.0
08-26-13,125 ST,14311.0
08-26-13,137 ST-CITY COL,23529.0
08-26-13,14 ST,34484.0
08-26-13,145 ST,15420.0
08-26-13,157 ST,17042.0
08-26-13,168 ST-BROADWAY,22528.0
08-26-13,18 ST,11355.0
08-26-13,181 ST,19332.0
08-26-13,191 ST,13813.0
08-26-13,207 ST,7982.0
08-26-13,215 ST,2780.0
08-26-13,23 ST,23614.0
08-26-13,231 ST,10066.0
08-26-13,238 ST,3746.0
08-26-13,242 ST,9769.0
08-26-13,28 ST,23899.0
08-26-13,34 ST-PENN STA,150309.0
08-26-13,42 ST-TIMES SQ,153927.0
08-26-13,50 ST,43787.0
08-26-13,59 ST-COLUMBUS,19290.0
08-26-13,66 ST-LINCOLN,32947.0
08-26-13,72 ST,77612.0
08-26-13,79 ST,21956.0
08-26-13,86 ST,31485.0
08-26-13,96 ST,21117.0
08-26-13,CANAL ST,11246.0
08-26-13,CHAMBERS ST,34042.0
08-26-13,CHRISTOPHER ST,15974.0
08-26-13,DYCKMAN ST,8483.0
08-26-13,FRANKLIN ST,7338.0
08-26-13,HOUSTON ST,23418.0
08-26-13,MARBLE HILL-225,6339.0
08-26-13,RECTOR ST,17559.0
08-27-13,103 ST,17715.0
08-27-13,110 ST-CATHEDRL,18063.0
08-27-13,116 ST-COLUMBIA,20040.0
08-27-13,125 ST,14795.0
08-27-13,137 ST-CITY COL,24343.0
08-27-13,14 ST,35750.0
08-27-13,145 ST,16556.0
08-27-13,157 ST,17400.0
08-27-13,168 ST-BROADWAY,24671.0
08-27-13,18 ST,11822.0
08-27-13,181 ST,21065.0
08-27-13,191 ST,14596.0
08-27-13,207 ST,8653.0
08-27-13,215 ST,2975.0
08-27-13,23 ST,25243.0
08-27-13,231 ST,10517.0
08-27-13,238 ST,3926.0
08-27-13,242 ST,10398.0
08-27-13,28 ST,25421.0
08-27-13,34 ST-PENN STA,155543.0
08-27-13,42 ST-TIMES SQ,160936.0
08-27-13,50 ST,46965.0
08-27-13,59 ST-COLUMBUS,20698.0
08-27-13,66 ST-LINCOLN,35511.0
08-27-13,72 ST,72231.0
08-27-13,79 ST,23084.0
08-27-13,86 ST,32576.0
08-27-13,96 ST,22397.0
08-27-13,CANAL ST,11837.0
08-27-13,CHAMBERS ST,37023.0
08-27-13,CHRISTOPHER ST,17166.0
08-27-13,DYCKMAN ST,9057.0
08-27-13,FRANKLIN ST,8392.0
08-27-13,HOUSTON ST,25393.0
08-27-13,MARBLE HILL-225,6568.0
08-27-13,RECTOR ST,18705.0
08-28-13,103 ST,18309.0
08-28-13,110 ST-CATHEDRL,18517.0
08-28-13,116 ST-COLUMBIA,22743.0
08-28-13,125 ST,15079.0
08-28-13,137 ST-CITY COL,29789.0
08-28-13,14 ST,36925.0
08-28-13,145 ST,16934.0
08-28-13,157 ST,17746.0
08-28-13,168 ST-BROADWAY,24451.0
08-28-13,18 ST,12672.0
08-28-13,181 ST,21308.0
08-28-13,191 ST,14841.0
08-28-13,207 ST,8834.0
08-28-13,215 ST,3057.0
08-28-13,23 ST,26490.0
08-28-13,231 ST,10631.0
08-28-13,238 ST,3968.0
08-28-13,242 ST,10465.0
08-28-13,28 ST,26206.0
08-28-13,34 ST-PENN STA,159709.0
08-28-13,42 ST-TIMES SQ,167556.0
08-28-13,50 ST,49392.0
08-28-13,59 ST-COLUMBUS,23091.0
08-28-13,66 ST-LINCOLN,36498.0
08-28-13,72 ST,71923.0
08-28-13,79 ST,23355.0
08-28-13,86 ST,34407.0
08-28-13,96 ST,22601.0
08-28-13,CANAL ST,12082.0
08-28-13,CHAMBERS ST,44069.0
08-28-13,CHRISTOPHER ST,18158.0
08-28-13,DYCKMAN ST,8939.0
08-28-13,FRANKLIN ST,8306.0
08-28-13,HOUSTON ST,25927.0
08-28-13,MARBLE HILL-225,6777.0
08-28-13,RECTOR ST,18589.0
08-29-13,103 ST,17824.0
08-29-13,110 ST-CATHEDRL,19204.0
08-29-13,116 ST-COLUMBIA,23863.0
08-29-13,125 ST,15378.0
08-29-13,137 ST-CITY COL,29434.0
08-29-13,14 ST,37637.0
08-29-13,145 ST,16678.0
08-29-13,157 ST,17870.0
08-29-13,168 ST-BROADWAY,24480.0
08-29-13,18 ST,12582.0
08-29-13,181 ST,21454.0
08-29-13,191 ST,15068.0
08-29-13,207 ST,8832.0
08-29-13,215 ST,3020.0
08-29-13,23 ST,26020.0
08-29-13,231 ST,10834.0
08-29-13,238 ST,3986.0
08-29-13,242 ST,10563.0
08-29-13,28 ST,25207.0
08-29-13,34 ST-PENN STA,159562.0
08-29-13,42 ST-TIMES SQ,163134.0
08-29-13,50 ST,47128.0
08-29-13,59 ST-COLUMBUS,23600.0
08-29-13,66 ST-LINCOLN,35972.0
08-29-13,72 ST,73625.0
08-29-13,79 ST,23919.0
08-29-13,86 ST,33817.0
08-29-13,96 ST,22723.0
08-29-13,CANAL ST,11845.0
08-29-13,CHAMBERS ST,46527.0
08-29-13,CHRISTOPHER ST,18080.0
08-29-13,DYCKMAN ST,9062.0
08-29-13,FRANKLIN ST,8146.0
08-29-13,HOUSTON ST,25524.0
08-29-13,MARBLE HILL-225,6784.0
08-29-13,RECTOR ST,18871.0
08-30-13,103 ST,17640.0
08-30-13,110 ST-CATHEDRL,19448.0
08-30-13,116 ST-COLUMBIA,20964.0
08-30-13,125 ST,15738.0
08-30-13,137 ST-CITY COL,26673.0
08-30-13,14 ST,36179.0
08-30-13,145 ST,17667.0
08-30-13,157 ST,18040.0
08-30-13,168 ST-BROADWAY,22769.0
08-30-13,18 ST,11717.0
08-30-13,181 ST,22775.0
08-30-13,191 ST,14877.0
08-30-13,207 ST,9252.0
08-30-13,215 ST,3033.0
08-30-13,23 ST,24652.0
08-30-13,231 ST,10613.0
08-30-13,238 ST,3985.0
08-30-13,242 ST,10666.0
08-30-13,28 ST,22976.0
08-30-13,34 ST-PENN STA,152872.0
08-30-13,42 ST-TIMES SQ,160324.0
08-30-13,50 ST,43043.0
08-30-13,59 ST-COLUMBUS,22421.0
08-30-13,66 ST-LINCOLN,34345.0
08-30-13,72 ST,71331.0
08-30-13,79 ST,23226.0
08-30-13,86 ST,32279.0
08-30-13,96 ST,21309.0
08-30-13,CANAL ST,10585.0
08-30-13,CHAMBERS ST,39967.0
08-30-13,CHRISTOPHER ST,18463.0
08-30-13,DYCKMAN ST,9411.0
08-30-13,FRANKLIN ST,6890.0
08-30-13,HOUSTON ST,21692.0
08-30-13,MARBLE HILL-225,6853.0
08-30-13,RECTOR ST,17211.0
08-31-13,103 ST,12920.0
08-31-13,110 ST-CATHEDRL,14874.0
08-31-13,116 ST-COLUMBIA,12359.0
08-31-13,125 ST,12669.0
08-31-13,137 ST-CITY COL,17426.0
08-31-13,14 ST,25843.0
08-31-13,145 ST,14434.0
08-31-13,157 ST,14138.0
08-31-13,168 ST-BROADWAY,11210.0
08-31-13,18 ST,6276.0
08-31-13,181 ST,16844.0
08-31-13,191 ST,10887.0
08-31-13,207 ST,7113.0
08-31-13,215 ST,1612.0
08-31-13,23 ST,16135.0
08-31-13,231 ST,6446.0
08-31-13,238 ST,2223.0
08-31-13,242 ST,7325.0
08-31-13,28 ST,11243.0
08-31-13,34 ST-PENN STA,90044.0
08-31-13,42 ST-TIMES SQ,128325.0
08-31-13,50 ST,19708.0
08-31-13,59 ST-COLUMBUS,10794.0
08-31-13,66 ST-LINCOLN,14618.0
08-31-13,72 ST,55804.0
08-31-13,79 ST,16543.0
08-31-13,86 ST,21063.0
08-31-13,96 ST,13989.0
08-31-13,CANAL ST,6492.0
08-31-13,CHAMBERS ST,17101.0
08-31-13,CHRISTOPHER ST,15286.0
08-31-13,DYCKMAN ST,7703.0
08-31-13,FRANKLIN ST,2843.0
08-31-13,HOUSTON ST,9915.0
08-31-13,MARBLE HILL-225,4791.0
08-31-13,RECTOR ST,10795.0
